Transaction_ID,Date,Product_ID,Category,Quantity,Sale_Price,Payment_Method,Marketing_Channel
7004,11/28/2021,10,Accessories,1,32.43,Bank Transfer,Online Media
1382,11/29/2021,11,Electronics,1,51.48,Credit Card,Instagram
6565,11/30/2021,15,Accessories,3,85.5,Klarna,Online Media
3939,11/30/2021,13,Home,4,20.13,Paypal,Google Ad
4150,11/30/2021,15,Accessories,3,71.12,Bank Transfer,Instagram
6068,11/30/2021,14,Toys,1,21.91,Bank Transfer,Online Media
7924,12/01/2021,1,Electronics,1,15.05,Klarna,Tik Tok
8265,12/01/2021,14,Toys,2,49.66,Credit Card,Online Media
5645,12/01/2021,9,Toys,3,32.5,Credit Card,Online Media
5435,12/01/2021,14,Toys,5,46.96,Paypal,Instagram
3681,12/02/2021,2,Apparel,1,22.36,Bank Transfer,Google Ad
5225,12/02/2021,7,Apparel,4,56.16,Paypal,Meta
7468,12/02/2021,7,Apparel,5,92.86,Bank Transfer,Instagram
7852,12/02/2021,9,Toys,2,29.77,Credit Card,Instagram
8509,12/02/2021,4,Toys,2,25.1,Paypal,Instagram
8104,12/03/2021,2,Apparel,1,73.5,Bank Transfer,Tik Tok
8450,12/04/2021,2,Apparel,3,92.36,Credit Card,Tik Tok
2128,12/04/2021,10,Accessories,4,111.13,Paypal,Google Ad
7001,12/04/2021,7,Apparel,2,41.65,Credit Card,Online Media
3741,12/04/2021,8,Home,5,91.82,Klarna,Online Media
7801,12/04/2021,10,Accessories,3,15.43,Paypal,Google Ad
3118,12/05/2021,3,Home,2,118.58,Bank Transfer,Google Ad
6187,12/05/2021,1,Electronics,1,104.61,Klarna,Online Media
3521,12/05/2021,5,Accessories,1,12.75,Bank Transfer,Google Ad
4199,12/05/2021,3,Home,4,101.37,Paypal,Meta
5631,12/06/2021,1,Electronics,3,48.53,Credit Card,Tik Tok
7429,12/07/2021,14,Toys,5,88.83,Bank Transfer,Online Media
7568,12/07/2021,3,Home,2,19.61,Klarna,Google Ad
9313,12/07/2021,7,Apparel,1,38.32,Klarna,Meta
2910,12/08/2021,8,Home,3,39.37,Paypal,Instagram
2916,12/08/2021,2,Apparel,1,83.91,Credit Card,Online Media
1178,12/08/2021,1,Electronics,1,32.23,Credit Card,Tik Tok
7681,12/09/2021,13,Home,4,79.25,Paypal,Instagram
1534,12/09/2021,1,Electronics,4,64.53,Bank Transfer,Google Ad
6325,12/09/2021,14,Toys,3,73.08,Paypal,Online Media
2861,12/10/2021,5,Accessories,1,68.1,Paypal,Online Media
9081,12/11/2021,6,Electronics,5,32.08,Klarna,Google Ad
4918,12/11/2021,13,Home,4,116.72,Credit Card,Tik Tok
9895,12/12/2021,7,Apparel,3,114.36,Credit Card,Google Ad
8776,12/12/2021,7,Apparel,5,49.0,Klarna,Instagram
3460,12/12/2021,7,Apparel,2,60.63,Credit Card,Instagram
7430,12/12/2021,10,Accessories,2,111.8,Credit Card,Meta
7413,12/12/2021,13,Home,4,80.65,Klarna,Google Ad
9861,12/13/2021,2,Apparel,4,59.67,Bank Transfer,Meta
5078,12/13/2021,1,Electronics,2,60.8,Bank Transfer,Meta
6840,12/14/2021,12,Apparel,3,82.08,Paypal,Tik Tok
8366,12/14/2021,2,Apparel,5,40.86,Klarna,Tik Tok
1992,12/14/2021,6,Electronics,3,15.02,Credit Card,Instagram
5136,12/15/2021,6,Electronics,5,59.09,Paypal,Meta
5823,12/15/2021,1,Electronics,5,86.4,Bank Transfer,Meta
8127,12/15/2021,12,Apparel,1,40.86,Credit Card,Online Media
3415,12/15/2021,2,Apparel,2,76.74,Credit Card,Google Ad
1924,12/15/2021,7,Apparel,2,58.11,Paypal,Google Ad
1556,12/16/2021,5,Accessories,2,28.11,Paypal,Meta
9926,12/16/2021,13,Home,4,95.69,Bank Transfer,Instagram
8246,12/16/2021,12,Apparel,3,51.85,Credit Card,Instagram
1153,12/16/2021,10,Accessories,4,66.18,Bank Transfer,Online Media
1786,12/17/2021,2,Apparel,1,36.93,Bank Transfer,Meta
9834,12/17/2021,8,Home,3,81.67,Paypal,Instagram
6427,12/17/2021,8,Home,4,94.69,Klarna,Tik Tok
7704,12/18/2021,6,Electronics,1,55.4,Bank Transfer,Google Ad
4228,12/18/2021,8,Home,4,78.87,Bank Transfer,Meta
3713,12/18/2021,14,Toys,2,76.41,Credit Card,Google Ad
1300,12/18/2021,9,Toys,4,35.33,Bank Transfer,Tik Tok
3506,12/18/2021,13,Home,2,58.13,Paypal,Meta
9747,12/19/2021,10,Accessories,1,88.39,Bank Transfer,Google Ad
8067,12/19/2021,12,Apparel,4,17.81,Paypal,Meta
4276,12/19/2021,7,Apparel,1,102.62,Bank Transfer,Google Ad
2299,12/19/2021,4,Toys,3,113.38,Klarna,Tik Tok
9269,12/20/2021,4,Toys,3,40.75,Credit Card,Online Media
1277,12/20/2021,4,Toys,2,39.51,Klarna,Online Media
6190,12/21/2021,8,Home,3,40.6,Klarna,Online Media
7500,12/21/2021,11,Electronics,3,71.23,Klarna,Instagram
1534,12/21/2021,10,Accessories,5,58.18,Klarna,Instagram
5500,12/22/2021,6,Electronics,5,85.29,Paypal,Google Ad
3940,12/22/2021,8,Home,3,37.56,Klarna,Google Ad
1363,12/22/2021,12,Apparel,2,14.75,Paypal,Meta
1882,12/22/2021,1,Electronics,1,60.8,Bank Transfer,Google Ad
6204,12/22/2021,13,Home,1,97.28,Credit Card,Instagram
6200,12/23/2021,12,Apparel,2,63.25,Bank Transfer,Online Media
4518,12/23/2021,3,Home,1,64.22,Credit Card,Google Ad
1739,12/24/2021,11,Electronics,2,83.18,Bank Transfer,Tik Tok
5555,12/24/2021,13,Home,5,69.25,Paypal,Google Ad
4732,12/25/2021,6,Electronics,4,49.48,Klarna,Tik Tok
7998,12/25/2021,8,Home,1,47.41,Paypal,Online Media
3603,12/25/2021,12,Apparel,2,111.42,Paypal,Meta
9433,12/25/2021,3,Home,3,21.22,Bank Transfer,Online Media
1069,12/25/2021,8,Home,5,42.39,Klarna,Meta
9119,12/26/2021,2,Apparel,4,23.47,Bank Transfer,Tik Tok
3330,12/26/2021,10,Accessories,2,66.53,Bank Transfer,Google Ad
9216,12/26/2021,10,Accessories,3,97.53,Credit Card,Tik Tok
3623,12/27/2021,15,Accessories,1,85.96,Paypal,Meta
8393,12/27/2021,5,Accessories,4,50.42,Paypal,Online Media
5497,12/27/2021,6,Electronics,5,89.63,Credit Card,Google Ad
9627,12/27/2021,7,Apparel,1,96.96,Paypal,Google Ad
1942,12/27/2021,4,Toys,5,73.08,Bank Transfer,Google Ad
5957,12/28/2021,2,Apparel,3,28.13,Klarna,Meta
5887,12/28/2021,12,Apparel,2,15.06,Bank Transfer,Google Ad
1004,12/28/2021,9,Toys,2,59.18,Credit Card,Instagram
7233,12/29/2021,3,Home,3,19.21,Klarna,Tik Tok
2131,12/29/2021,2,Apparel,4,57.95,Credit Card,Tik Tok
6092,12/29/2021,2,Apparel,2,86.59,Bank Transfer,Tik Tok
4044,12/29/2021,9,Toys,5,68.38,Paypal,Tik Tok
6288,12/29/2021,13,Home,5,38.46,Klarna,Google Ad
9446,12/30/2021,3,Home,4,78.08,Credit Card,Tik Tok
8787,12/30/2021,11,Electronics,2,94.98,Klarna,Online Media
7639,12/30/2021,5,Accessories,5,23.32,Klarna,Online Media
3682,12/30/2021,7,Apparel,5,98.72,Bank Transfer,Online Media
9075,12/31/2021,9,Toys,2,83.5,Bank Transfer,Meta
8688,12/31/2021,12,Apparel,4,46.27,Bank Transfer,Tik Tok
1877,01/01/2022,5,Accessories,2,97.81,Paypal,Online Media
3637,01/01/2022,10,Accessories,3,118.99,Bank Transfer,Online Media
2223,01/01/2022,1,Electronics,5,118.0,Paypal,Instagram
7821,01/02/2022,15,Accessories,5,57.87,Paypal,Instagram
4985,01/03/2022,12,Apparel,4,102.8,Bank Transfer,Google Ad
5196,01/03/2022,4,Toys,3,71.01,Credit Card,Google Ad
6629,01/04/2022,3,Home,1,41.33,Credit Card,Tik Tok
8422,01/04/2022,13,Home,5,33.42,Bank Transfer,Google Ad
8795,01/04/2022,12,Apparel,5,37.83,Credit Card,Google Ad
5951,01/05/2022,11,Electronics,3,65.05,Paypal,Google Ad
7437,01/06/2022,14,Toys,4,76.75,Credit Card,Tik Tok
5567,01/07/2022,1,Electronics,3,59.12,Klarna,Meta
7617,01/07/2022,12,Apparel,1,85.89,Klarna,Instagram
4491,01/08/2022,14,Toys,3,91.65,Paypal,Google Ad
9945,01/08/2022,9,Toys,4,20.4,Klarna,Online Media
7851,01/08/2022,8,Home,4,35.73,Klarna,Online Media
7811,01/08/2022,4,Toys,5,58.15,Credit Card,Google Ad
1402,01/09/2022,13,Home,5,34.45,Paypal,Tik Tok
9210,01/09/2022,4,Toys,5,35.44,Credit Card,Tik Tok
1579,01/09/2022,5,Accessories,3,119.19,Credit Card,Google Ad
1452,01/09/2022,10,Accessories,2,64.81,Paypal,Instagram
3738,01/09/2022,12,Apparel,5,23.56,Bank Transfer,Meta
8892,01/10/2022,14,Toys,1,12.57,Credit Card,Google Ad
4645,01/10/2022,9,Toys,4,67.76,Paypal,Instagram
4555,01/10/2022,15,Accessories,2,11.5,Paypal,Meta
7364,01/10/2022,14,Toys,3,61.11,Paypal,Tik Tok
7238,01/10/2022,10,Accessories,1,94.97,Paypal,Instagram
5222,01/11/2022,12,Apparel,4,53.29,Paypal,Meta
2812,01/11/2022,12,Apparel,2,41.15,Credit Card,Online Media
2407,01/11/2022,3,Home,1,104.88,Klarna,Google Ad
8394,01/11/2022,5,Accessories,1,52.79,Credit Card,Online Media
5076,01/11/2022,6,Electronics,4,40.4,Credit Card,Google Ad
9118,01/12/2022,8,Home,3,34.94,Credit Card,Meta
7354,01/12/2022,1,Electronics,2,101.29,Bank Transfer,Meta
5378,01/12/2022,1,Electronics,2,53.01,Bank Transfer,Instagram
6585,01/12/2022,1,Electronics,5,100.83,Klarna,Meta
8715,01/12/2022,7,Apparel,5,15.76,Credit Card,Online Media
3775,01/13/2022,4,Toys,5,31.97,Klarna,Online Media
6176,01/13/2022,2,Apparel,3,68.27,Credit Card,Instagram
6398,01/13/2022,3,Home,1,95.15,Bank Transfer,Tik Tok
1919,01/13/2022,9,Toys,4,85.53,Paypal,Instagram
2099,01/14/2022,13,Home,4,33.02,Credit Card,Online Media
2545,01/14/2022,1,Electronics,3,11.36,Paypal,Tik Tok
8194,01/14/2022,6,Electronics,4,92.1,Klarna,Meta
2502,01/15/2022,2,Apparel,2,54.79,Paypal,Tik Tok
7654,01/15/2022,6,Electronics,1,110.92,Paypal,Instagram
5689,01/15/2022,3,Home,5,70.89,Paypal,Tik Tok
4539,01/15/2022,7,Apparel,1,113.41,Paypal,Instagram
5911,01/15/2022,14,Toys,4,38.71,Klarna,Tik Tok
6816,01/16/2022,1,Electronics,4,120.16,Bank Transfer,Google Ad
7523,01/17/2022,6,Electronics,4,59.08,Paypal,Google Ad
3064,01/17/2022,15,Accessories,4,48.78,Credit Card,Instagram
5598,01/18/2022,11,Electronics,2,16.56,Paypal,Online Media
4250,01/18/2022,10,Accessories,2,90.04,Paypal,Google Ad
9177,01/18/2022,5,Accessories,3,99.12,Paypal,Google Ad
1508,01/18/2022,3,Home,4,56.2,Credit Card,Online Media
4209,01/19/2022,4,Toys,1,36.12,Klarna,Online Media
4557,01/19/2022,10,Accessories,4,92.86,Klarna,Instagram
1687,01/20/2022,9,Toys,3,35.71,Bank Transfer,Meta
4395,01/20/2022,8,Home,5,44.49,Credit Card,Tik Tok
6360,01/20/2022,8,Home,3,70.57,Paypal,Meta
9257,01/20/2022,13,Home,4,27.13,Klarna,Google Ad
9418,01/21/2022,7,Apparel,4,52.68,Bank Transfer,Online Media
2036,01/21/2022,4,Toys,1,20.37,Credit Card,Tik Tok
6065,01/21/2022,13,Home,1,48.0,Paypal,Online Media
4959,01/22/2022,3,Home,5,71.37,Paypal,Online Media
4945,01/22/2022,8,Home,4,71.42,Bank Transfer,Instagram
5934,01/22/2022,13,Home,5,47.79,Credit Card,Tik Tok
7065,01/23/2022,2,Apparel,1,75.42,Klarna,Meta
9060,01/24/2022,11,Electronics,3,69.2,Paypal,Google Ad
2875,01/24/2022,6,Electronics,1,51.95,Credit Card,Online Media
9240,01/24/2022,8,Home,4,35.59,Paypal,Online Media
3833,01/24/2022,7,Apparel,5,92.36,Klarna,Google Ad
5777,01/24/2022,15,Accessories,3,75.86,Paypal,Meta
2932,01/25/2022,2,Apparel,1,35.74,Credit Card,Tik Tok
3790,01/25/2022,5,Accessories,5,80.65,Credit Card,Instagram
4385,01/25/2022,14,Toys,5,15.16,Bank Transfer,Google Ad
3500,01/26/2022,11,Electronics,4,68.18,Klarna,Google Ad
8314,01/26/2022,15,Accessories,1,98.61,Paypal,Online Media
3226,01/26/2022,10,Accessories,4,54.35,Bank Transfer,Online Media
7240,01/26/2022,4,Toys,2,17.59,Credit Card,Online Media
7878,01/26/2022,7,Apparel,2,16.66,Klarna,Google Ad
9638,01/27/2022,1,Electronics,3,61.46,Bank Transfer,Meta
8210,01/27/2022,9,Toys,4,14.28,Klarna,Google Ad
4007,01/27/2022,2,Apparel,2,15.71,Paypal,Google Ad
5284,01/28/2022,6,Electronics,2,36.51,Bank Transfer,Online Media
4566,01/28/2022,1,Electronics,1,103.2,Credit Card,Google Ad
4052,01/28/2022,13,Home,2,78.1,Bank Transfer,Google Ad
5366,01/28/2022,8,Home,3,20.19,Bank Transfer,Online Media
5958,01/29/2022,4,Toys,5,63.53,Klarna,Instagram
9001,01/29/2022,5,Accessories,3,105.74,Paypal,Instagram
6336,01/29/2022,6,Electronics,3,52.51,Credit Card,Online Media
2982,01/30/2022,8,Home,5,98.78,Bank Transfer,Google Ad
1604,01/30/2022,14,Toys,1,22.96,Paypal,Google Ad
5597,01/30/2022,13,Home,4,33.95,Paypal,Online Media
1838,01/30/2022,6,Electronics,1,107.9,Bank Transfer,Tik Tok
5468,01/30/2022,6,Electronics,1,73.99,Credit Card,Instagram
2564,01/31/2022,10,Accessories,3,35.11,Bank Transfer,Tik Tok
1726,01/31/2022,8,Home,5,74.31,Klarna,Google Ad
1282,01/31/2022,4,Toys,2,22.77,Credit Card,Meta
3970,01/31/2022,5,Accessories,1,17.82,Paypal,Tik Tok
1066,01/31/2022,9,Toys,5,40.96,Credit Card,Google Ad
4670,02/01/2022,10,Accessories,2,15.81,Credit Card,Tik Tok
5631,02/01/2022,7,Apparel,4,71.02,Credit Card,Instagram
4549,02/02/2022,5,Accessories,1,26.24,Paypal,Instagram
9089,02/03/2022,13,Home,5,30.5,Klarna,Google Ad
2559,02/03/2022,3,Home,4,31.51,Bank Transfer,Instagram
2294,02/03/2022,1,Electronics,1,43.65,Credit Card,Google Ad
2603,02/03/2022,3,Home,3,98.2,Credit Card,Google Ad
9488,02/04/2022,2,Apparel,2,15.74,Klarna,Instagram
4787,02/04/2022,7,Apparel,1,95.15,Credit Card,Google Ad
7014,02/04/2022,9,Toys,4,62.07,Credit Card,Tik Tok
4072,02/05/2022,13,Home,4,33.96,Bank Transfer,Tik Tok
5534,02/05/2022,9,Toys,1,70.98,Klarna,Meta
5402,02/05/2022,5,Accessories,3,95.79,Credit Card,Online Media
6795,02/05/2022,4,Toys,4,117.35,Credit Card,Google Ad
6009,02/06/2022,9,Toys,2,89.39,Bank Transfer,Tik Tok
2582,02/06/2022,7,Apparel,5,17.02,Credit Card,Meta
6362,02/07/2022,15,Accessories,1,50.64,Credit Card,Online Media
6875,02/07/2022,2,Apparel,3,75.3,Paypal,Google Ad
2537,02/07/2022,15,Accessories,3,31.64,Klarna,Online Media
8823,02/07/2022,2,Apparel,4,70.1,Klarna,Tik Tok
9697,02/08/2022,5,Accessories,2,52.95,Klarna,Meta
9553,02/08/2022,5,Accessories,1,69.48,Bank Transfer,Tik Tok
8281,02/08/2022,2,Apparel,1,34.8,Bank Transfer,Google Ad
4932,02/09/2022,15,Accessories,4,69.73,Credit Card,Meta
1719,02/09/2022,12,Apparel,3,72.15,Klarna,Google Ad
9511,02/09/2022,14,Toys,5,65.27,Paypal,Tik Tok
5207,02/09/2022,10,Accessories,1,86.61,Credit Card,Tik Tok
4936,02/09/2022,7,Apparel,4,32.88,Bank Transfer,Tik Tok
5652,02/10/2022,12,Apparel,1,16.34,Credit Card,Instagram
3161,02/10/2022,14,Toys,4,84.38,Paypal,Meta
7041,02/11/2022,14,Toys,2,103.24,Paypal,Tik Tok
2164,02/11/2022,9,Toys,4,23.52,Klarna,Meta
2468,02/11/2022,2,Apparel,1,72.68,Klarna,Tik Tok
6073,02/11/2022,15,Accessories,5,90.16,Paypal,Google Ad
2353,02/11/2022,12,Apparel,3,44.59,Paypal,Online Media
3073,02/12/2022,13,Home,1,105.14,Credit Card,Instagram
7841,02/12/2022,12,Apparel,1,113.14,Credit Card,Tik Tok
8129,02/12/2022,2,Apparel,2,28.97,Bank Transfer,Tik Tok
8866,02/13/2022,6,Electronics,2,51.75,Credit Card,Tik Tok
5920,02/13/2022,14,Toys,1,34.41,Bank Transfer,Meta
5868,02/13/2022,3,Home,3,99.06,Bank Transfer,Instagram
9159,02/13/2022,7,Apparel,2,61.96,Klarna,Google Ad
8867,02/14/2022,13,Home,1,24.26,Credit Card,Instagram
9558,02/14/2022,1,Electronics,2,27.31,Bank Transfer,Online Media
8856,02/15/2022,12,Apparel,2,66.98,Klarna,Online Media
6738,02/15/2022,12,Apparel,1,56.61,Paypal,Online Media
7694,02/16/2022,13,Home,1,55.88,Credit Card,Meta
2392,02/16/2022,6,Electronics,2,53.13,Bank Transfer,Google Ad
2095,02/17/2022,9,Toys,4,28.68,Klarna,Online Media
7213,02/17/2022,10,Accessories,2,60.87,Klarna,Instagram
1943,02/17/2022,7,Apparel,2,98.37,Credit Card,Meta
4766,02/18/2022,5,Accessories,3,15.3,Bank Transfer,Google Ad
9417,02/18/2022,9,Toys,3,98.63,Klarna,Instagram
8610,02/19/2022,8,Home,1,93.67,Paypal,Meta
6579,02/19/2022,4,Toys,5,121.97,Credit Card,Tik Tok
4675,02/20/2022,1,Electronics,5,113.81,Credit Card,Meta
2316,02/20/2022,2,Apparel,5,58.75,Bank Transfer,Instagram
1355,02/20/2022,6,Electronics,3,90.25,Paypal,Online Media
2013,02/20/2022,3,Home,4,36.05,Credit Card,Instagram
6791,02/20/2022,10,Accessories,3,50.99,Klarna,Google Ad
8961,02/21/2022,8,Home,5,25.59,Paypal,Meta
2460,02/21/2022,1,Electronics,3,70.33,Paypal,Meta
8766,02/21/2022,6,Electronics,5,87.13,Credit Card,Instagram
4071,02/22/2022,11,Electronics,4,56.23,Credit Card,Meta
3553,02/22/2022,15,Accessories,4,30.87,Klarna,Tik Tok
3349,02/23/2022,8,Home,5,37.82,Klarna,Online Media
6057,02/23/2022,3,Home,1,36.35,Paypal,Online Media
9123,02/24/2022,12,Apparel,3,24.02,Paypal,Meta
3786,02/24/2022,11,Electronics,2,73.44,Credit Card,Google Ad
3739,02/24/2022,5,Accessories,5,95.85,Bank Transfer,Online Media
4457,02/25/2022,2,Apparel,1,82.8,Paypal,Meta
6442,02/25/2022,9,Toys,1,61.2,Credit Card,Online Media
8727,02/25/2022,3,Home,1,18.42,Klarna,Tik Tok
3017,02/25/2022,14,Toys,5,13.46,Paypal,Instagram
2438,02/26/2022,5,Accessories,5,64.2,Paypal,Meta
3263,02/26/2022,8,Home,2,88.49,Bank Transfer,Google Ad
1331,02/26/2022,4,Toys,5,109.36,Klarna,Meta
1727,02/26/2022,14,Toys,4,27.22,Paypal,Google Ad
8135,02/27/2022,12,Apparel,2,91.61,Credit Card,Online Media
4401,02/27/2022,6,Electronics,2,26.97,Klarna,Tik Tok
5155,02/27/2022,10,Accessories,3,30.84,Paypal,Online Media
9624,02/27/2022,7,Apparel,1,104.98,Credit Card,Meta
3233,02/27/2022,11,Electronics,5,57.3,Klarna,Online Media
8830,02/28/2022,2,Apparel,1,89.11,Paypal,Meta
2951,02/28/2022,1,Electronics,5,79.12,Klarna,Instagram
8799,02/28/2022,6,Electronics,5,60.38,Credit Card,Tik Tok
5439,02/28/2022,10,Accessories,5,20.54,Bank Transfer,Google Ad
5317,02/28/2022,13,Home,1,13.82,Bank Transfer,Instagram
3850,03/01/2022,8,Home,1,74.04,Klarna,Tik Tok
7952,03/01/2022,1,Electronics,3,82.28,Paypal,Meta
5924,03/02/2022,5,Accessories,3,56.74,Klarna,Meta
5864,03/02/2022,7,Apparel,5,29.87,Paypal,Online Media
4253,03/02/2022,10,Accessories,2,51.03,Klarna,Online Media
4513,03/02/2022,10,Accessories,5,65.61,Klarna,Meta
9529,03/03/2022,4,Toys,2,96.94,Credit Card,Tik Tok
5415,03/03/2022,3,Home,4,79.36,Paypal,Instagram
3907,03/03/2022,14,Toys,3,46.73,Klarna,Meta
7546,03/04/2022,14,Toys,4,66.08,Klarna,Online Media
3510,03/04/2022,5,Accessories,5,61.5,Paypal,Tik Tok
5179,03/04/2022,2,Apparel,4,49.29,Paypal,Instagram
5938,03/04/2022,10,Accessories,4,44.68,Klarna,Online Media
4345,03/05/2022,5,Accessories,2,15.72,Paypal,Instagram
4554,03/05/2022,9,Toys,3,78.35,Bank Transfer,Instagram
8095,03/05/2022,5,Accessories,4,89.71,Credit Card,Online Media
6330,03/06/2022,11,Electronics,5,30.16,Bank Transfer,Google Ad
2164,03/06/2022,7,Apparel,5,41.48,Paypal,Meta
6538,03/07/2022,3,Home,5,71.88,Paypal,Meta
5607,03/08/2022,1,Electronics,1,89.54,Paypal,Instagram
4083,03/08/2022,12,Apparel,5,41.84,Klarna,Online Media
6599,03/08/2022,1,Electronics,4,47.31,Paypal,Meta
8450,03/09/2022,8,Home,2,19.25,Bank Transfer,Google Ad
2070,03/09/2022,8,Home,3,70.85,Bank Transfer,Meta
1555,03/09/2022,2,Apparel,4,30.28,Bank Transfer,Tik Tok
8637,03/10/2022,2,Apparel,2,19.05,Credit Card,Google Ad
4793,03/10/2022,12,Apparel,2,85.06,Bank Transfer,Google Ad
4308,03/10/2022,6,Electronics,5,48.39,Klarna,Tik Tok
1992,03/10/2022,5,Accessories,1,35.82,Bank Transfer,Google Ad
8460,03/10/2022,9,Toys,2,44.67,Bank Transfer,Tik Tok
5581,03/11/2022,15,Accessories,4,17.16,Bank Transfer,Meta
2220,03/11/2022,7,Apparel,3,57.86,Klarna,Google Ad
7035,03/11/2022,10,Accessories,3,71.38,Klarna,Instagram
2724,03/11/2022,7,Apparel,2,61.92,Paypal,Meta
5911,03/12/2022,2,Apparel,5,103.03,Bank Transfer,Tik Tok
4110,03/12/2022,9,Toys,3,14.65,Klarna,Tik Tok
8314,03/12/2022,3,Home,4,87.84,Klarna,Meta
6917,03/13/2022,3,Home,3,34.21,Paypal,Instagram
4845,03/13/2022,2,Apparel,3,51.26,Bank Transfer,Online Media
4329,03/14/2022,14,Toys,1,73.29,Credit Card,Meta
1737,03/14/2022,10,Accessories,4,72.19,Credit Card,Tik Tok
8173,03/14/2022,1,Electronics,4,61.65,Credit Card,Instagram
7643,03/15/2022,1,Electronics,1,52.5,Bank Transfer,Online Media
8777,03/15/2022,1,Electronics,1,23.99,Klarna,Google Ad
8630,03/15/2022,7,Apparel,5,104.31,Paypal,Meta
9893,03/16/2022,12,Apparel,2,39.94,Klarna,Instagram
5656,03/16/2022,3,Home,5,46.05,Bank Transfer,Google Ad
2918,03/16/2022,15,Accessories,1,94.48,Paypal,Tik Tok
2824,03/17/2022,9,Toys,4,28.88,Credit Card,Online Media
6316,03/17/2022,10,Accessories,2,75.23,Klarna,Meta
1064,03/17/2022,13,Home,4,44.47,Paypal,Google Ad
1368,03/17/2022,9,Toys,1,49.12,Bank Transfer,Google Ad
9880,03/17/2022,9,Toys,1,103.0,Paypal,Tik Tok
1823,03/18/2022,10,Accessories,1,28.44,Bank Transfer,Online Media
1779,03/18/2022,14,Toys,3,71.47,Klarna,Instagram
4718,03/18/2022,7,Apparel,5,103.11,Credit Card,Google Ad
1191,03/18/2022,13,Home,3,27.07,Klarna,Instagram
5326,03/18/2022,7,Apparel,2,52.72,Paypal,Meta
6494,03/19/2022,2,Apparel,4,108.82,Bank Transfer,Meta
9817,03/20/2022,13,Home,4,103.41,Klarna,Meta
2736,03/20/2022,4,Toys,3,72.22,Klarna,Online Media
2764,03/21/2022,15,Accessories,2,94.59,Credit Card,Online Media
4370,03/21/2022,12,Apparel,1,71.5,Klarna,Instagram
4620,03/21/2022,14,Toys,2,50.83,Bank Transfer,Meta
3650,03/21/2022,4,Toys,1,76.03,Paypal,Tik Tok
6501,03/21/2022,14,Toys,3,41.64,Klarna,Tik Tok
5976,03/22/2022,13,Home,3,85.75,Paypal,Tik Tok
2231,03/22/2022,1,Electronics,3,59.89,Bank Transfer,Online Media
7755,03/23/2022,9,Toys,2,30.18,Bank Transfer,Tik Tok
6008,03/23/2022,7,Apparel,1,39.89,Bank Transfer,Tik Tok
9593,03/23/2022,9,Toys,2,94.36,Bank Transfer,Instagram
9183,03/23/2022,2,Apparel,1,25.33,Paypal,Meta
3803,03/23/2022,14,Toys,3,34.32,Credit Card,Tik Tok
1581,03/24/2022,12,Apparel,3,73.43,Klarna,Meta
4770,03/24/2022,10,Accessories,5,60.54,Paypal,Instagram
3738,03/24/2022,4,Toys,5,61.46,Klarna,Meta
2963,03/24/2022,15,Accessories,2,15.18,Paypal,Meta
7461,03/24/2022,6,Electronics,1,78.66,Klarna,Tik Tok
2067,03/25/2022,1,Electronics,4,93.96,Klarna,Google Ad
5607,03/25/2022,3,Home,2,91.01,Klarna,Instagram
7371,03/26/2022,1,Electronics,2,63.53,Paypal,Instagram
1686,03/26/2022,9,Toys,2,98.08,Credit Card,Tik Tok
5647,03/26/2022,5,Accessories,3,84.03,Credit Card,Instagram
5357,03/27/2022,15,Accessories,2,68.44,Klarna,Meta
1877,03/27/2022,1,Electronics,1,56.68,Credit Card,Online Media
9728,03/27/2022,4,Toys,2,101.1,Paypal,Meta
7154,03/28/2022,8,Home,1,18.51,Klarna,Tik Tok
4291,03/28/2022,4,Toys,1,36.9,Klarna,Google Ad
5439,03/29/2022,7,Apparel,1,90.41,Klarna,Instagram
8869,03/29/2022,15,Accessories,5,81.11,Klarna,Meta
1028,03/29/2022,11,Electronics,2,101.2,Klarna,Online Media
6755,03/29/2022,5,Accessories,3,18.06,Bank Transfer,Online Media
8105,03/29/2022,5,Accessories,1,95.71,Bank Transfer,Online Media
1614,03/30/2022,7,Apparel,3,73.75,Credit Card,Instagram
4777,03/30/2022,7,Apparel,3,69.42,Paypal,Meta
7941,03/31/2022,5,Accessories,1,18.64,Klarna,Meta
3577,04/01/2022,6,Electronics,2,52.28,Credit Card,Meta
9128,04/01/2022,13,Home,4,34.94,Credit Card,Instagram
1604,04/01/2022,1,Electronics,4,100.77,Credit Card,Meta
9705,04/02/2022,9,Toys,5,34.14,Paypal,Tik Tok
1716,04/02/2022,5,Accessories,5,51.28,Paypal,Tik Tok
2079,04/02/2022,1,Electronics,4,84.82,Paypal,Tik Tok
2755,04/02/2022,13,Home,3,112.58,Credit Card,Google Ad
1597,04/02/2022,15,Accessories,4,69.51,Paypal,Meta
9780,04/03/2022,13,Home,3,52.99,Paypal,Instagram
5798,04/03/2022,15,Accessories,4,41.18,Credit Card,Instagram
3855,04/03/2022,1,Electronics,1,75.04,Klarna,Tik Tok
6752,04/04/2022,9,Toys,2,21.54,Klarna,Tik Tok
5311,04/04/2022,6,Electronics,4,39.64,Klarna,Instagram
9940,04/04/2022,10,Accessories,5,13.93,Paypal,Google Ad
8292,04/05/2022,8,Home,2,29.48,Bank Transfer,Online Media
4264,04/06/2022,10,Accessories,4,102.42,Paypal,Tik Tok
4241,04/06/2022,6,Electronics,2,76.61,Klarna,Tik Tok
